date,gdp,uemployment_rate,inflation_rate,cpi,tradeBalance_goods,tradeBalance_services,tradeBalance_overall,retail_sales,housingStarts_started,housingStarts_completed
01/05/2011,,7.8,,4.5,-11836,7410,-4426,,,
01/06/2011,,7.9,,4.2,-9563,7815,-1748,,,
01/07/2011,474501,8,,4.4,-9756,8152,-1604,,35650,30940
01/08/2011,,8.2,,4.5,-9478,8158,-1320,,,
01/09/2011,,8.3,,5.2,-10465,7713,-2752,,,
01/10/2011,474303,8.4,,5,-8239,7132,-1107,,30630,39240
01/11/2011,,8.5,,4.8,-8936,6875,-2061,,,
01/12/2011,,8.4,,4.2,-8035,7211,-824,,,
01/01/2012,478242,8.4,2.83,3.6,-9164,7831,-1333,351.05,32660,38710
01/02/2012,,8.3,,3.4,-7990,8239,249,,,
01/03/2012,,8.2,,3.5,-8301,8112,-189,,,
01/04/2012,477974,8.2,,3,-11213,7683,-3530,,30990,36570
01/05/2012,,8.1,,2.8,-9249,7355,-1894,,,
01/06/2012,,8,,2.4,-10435,7401,-3034,,,
01/07/2012,483913,8,,2.6,-8526,7671,-855,,33300,30380
01/08/2012,,7.9,,2.5,-10809,7882,-2927,,,
01/09/2012,,7.9,,2.2,-9165,7846,-1319,,,
01/10/2012,483422,7.9,,2.7,-9498,7691,-1807,,28470,35950
01/11/2012,,7.8,,2.7,-8829,7643,-1186,,,
01/12/2012,,7.8,,2.7,-9564,7843,-1721,,,
01/01/2013,484555,7.8,2.56,2.7,-9307,8173,-1134,360.11,34420,30160
01/02/2013,,8,,2.8,-9615,8430,-1185,,,
01/03/2013,,7.8,,2.8,-8959,8481,-478,,,
01/04/2013,487845,7.8,,2.4,-10123,8390,-1733,,40770,35340
01/05/2013,,7.8,,2.7,-11047,8295,-2752,,,
01/06/2013,,7.7,,2.9,-10795,8284,-2511,,,
01/07/2013,491499,7.7,,2.8,-10512,8300,-2212,,41200,32580
01/08/2013,,7.7,,2.7,-9128,8238,-890,,,
01/09/2013,,7.6,,2.7,-11394,8040,-3354,,,
01/10/2013,494658,7.4,,2.2,-12908,7781,-5127,,33730,37520
01/11/2013,,7.2,,2.1,-12223,7587,-4636,,,
01/12/2013,,7.2,,2,-9276,7536,-1740,,,
01/01/2014,499294,7.2,1.46,1.9,-10966,7581,-3385,378.05,46510,33190
01/02/2014,,6.9,,1.7,-10232,7630,-2602,,,
01/03/2014,,6.8,,1.6,-9152,7628,-1524,,,
01/04/2014,503659,6.6,,1.8,-9909,7619,-2290,,45890,38060
01/05/2014,,6.4,,1.5,-8834,7681,-1153,,,
01/06/2014,,6.3,,1.9,-10356,7848,-2508,,,
01/07/2014,507485,6.1,,1.6,-12504,8037,-4467,,44070,34060
01/08/2014,,6,,1.5,-11548,8123,-3425,,,
01/09/2014,,6,,1.2,-10647,8026,-2621,,,
01/10/2014,510787,6,,1.3,-11215,7827,-3388,,33650,39820
01/11/2014,,5.9,,1,-11929,7658,-4271,,,
01/12/2014,,5.7,,0.5,-14678,7614,-7064,,,
01/01/2015,512895,5.7,0.04,0.3,-13201,7697,-5504,374.82,49430,41130
01/02/2015,,5.6,,0,-12739,7872,-4867,,,
01/03/2015,,5.5,,0,-10028,8087,-1941,,,
01/04/2015,516141,5.5,,-0.1,-10049,8228,-1821,,45870,44100
01/05/2015,,5.6,,0.1,-8889,8167,-722,,,
01/06/2015,,5.6,,0,-9383,7855,-1528,,,
01/07/2015,518365,5.5,,0.1,-11292,7481,-3811,,46290,39680
01/08/2015,,5.4,,0,-9508,7320,-2188,,,
01/09/2015,,5.3,,-0.1,-9786,7529,-2257,,,
01/10/2015,522194,5.2,,-0.1,-12189,7937,-4252,,38830,47120
01/11/2015,,5.1,,0.1,-10201,8263,-1938,,,
01/12/2015,,5.1,,0.2,-9238,8325,-913,,,
01/01/2016,524102,5.1,0.66,0.3,-9171,8242,-929,387.7,44530,38380
01/02/2016,,5.1,,0.3,-11517,8236,-3281,,,
01/03/2016,,5.1,,0.5,-11890,8430,-3460,,,
01/04/2016,527401,5,,0.3,-11338,8660,-2678,,48410,43970
01/05/2016,,4.9,,0.3,-9591,8665,-926,,,
01/06/2016,,4.9,,0.5,-11969,8311,-3658,,,
01/07/2016,529730,4.9,,0.6,-12832,7842,-4990,,51510,42660
01/08/2016,,5,,0.6,-14289,7631,-6658,,,
01/09/2016,,4.8,,1,-13331,7909,-5422,,,
01/10/2016,533173,4.8,,0.9,-10059,8502,-1557,,43110,46810
01/11/2016,,4.8,,1.2,-11720,9092,-2628,,,
01/12/2016,,4.7,,1.6,-12341,9433,-2908,,,
01/01/2017,537114,4.7,2.68,1.8,-11720,9487,-2233,405.78,51270,44520
01/02/2017,,4.6,,2.3,-11113,9288,-1825,,,
01/03/2017,,4.6,,2.3,-11945,8919,-3026,,,
01/04/2017,539994,4.5,,2.7,-10036,8608,-1428,,52640,50530
01/05/2017,,4.4,,2.9,-11598,8635,-2963,,,
01/06/2017,,4.4,,2.6,-13920,9129,-4791,,,
01/07/2017,542780,4.3,,2.6,-12307,9778,-2529,,48980,44260
01/08/2017,,4.3,,2.9,-12913,10125,-2788,,,
01/09/2017,,4.3,,3,-11528,9891,-1637,,,
01/10/2017,546185,4.2,,3,-10651,9330,-1321,,44280,54370
01/11/2017,,4.3,,3.1,-12099,8872,-3227,,,
01/12/2017,,4.4,,3,-11373,8811,-2562,,,
01/01/2018,547003,4.3,2.48,3,-12152,9037,-3115,423.71,51140,43060
01/02/2018,,4.2,,2.7,-10166,9298,-868,,,
01/03/2018,,4.2,,2.5,-12508,9419,-3089,,,
01/04/2018,549491,4.2,,2.4,-12666,9431,-3235,,51850,51300
01/05/2018,,4.2,,2.4,-12420,9448,-2972,,,
01/06/2018,,4,,2.4,-10400,9527,-873,,,
01/07/2018,552545,4,,2.5,-10904,9595,-1309,,56260,46600
01/08/2018,,4,,2.7,-12974,9527,-3447,,,
01/09/2018,,4.1,,2.4,-10373,9254,-1119,,,
01/10/2018,553966,4.1,,2.4,-12320,8875,-3445,,46470,58140
01/11/2018,,4,,2.3,-12714,8543,-4171,,,
01/12/2018,,4,,2.1,-13738,8373,-5365,,,
01/01/2019,557458,3.9,1.79,1.8,-17093,8361,-8732,439.6,49250,47870
01/02/2019,,3.9,,1.9,-17537,8468,-9069,,,
01/03/2019,,3.8,,1.9,-18093,8660,-9433,,,
01/04/2019,558071,3.8,,2.1,-15347,8908,-6439,,49460,55220
01/05/2019,,3.8,,2,-13436,9186,-4250,,,
01/06/2019,,3.9,,2,-10952,9462,-1490,,,
01/07/2019,561480,3.8,,2.1,-9728,9673,-55,,53230,51360
01/08/2019,,3.9,,1.7,-12660,9744,-2916,,,
01/09/2019,,3.8,,1.7,-12448,9663,-2785,,,
01/10/2019,561339,3.8,,1.5,-12446,9613,-2833,,39330,59710
01/11/2019,,3.8,,1.5,-5281,9833,4552,,,
01/12/2019,,3.8,,1.3,-3151,10453,7302,,,
01/01/2020,546515,3.9,0.85,1.8,-8777,11577,2800,436.74,45300,44530
01/02/2020,,4,,1.7,-12416,11378,-1038,,,
01/03/2020,,4,,1.5,-11271,12539,1268,,,
01/04/2020,431794,4,,0.8,-4354,12302,7948,,,
01/05/2020,,4.1,,0.5,-3224,11957,8733,,,
01/06/2020,,4.1,,0.6,-7965,11653,3688,,,
01/07/2020,503509,4.3,,1,-10550,11728,1178,,,
01/08/2020,,4.5,,0.2,-9918,11068,1150,,,
01/09/2020,,4.8,,0.5,-14328,11203,-3125,,,
01/10/2020,509621,5,,0.7,-14862,11745,-3117,,,
01/11/2020,,5.1,,0.3,-16665,11973,-4692,,,
01/12/2020,,5.1,,0.6,-19200,11964,-7236,,,
01/01/2021,504255,5.1,2.59,0.7,-16473,12332,-4141,464.16,,
01/02/2021,,5,,0.4,-14970,12086,-2884,,,
01/03/2021,,4.9,,0.7,-11149,12272,1123,,,
01/04/2021,537175,4.8,,1.5,-11142,11387,245,,,
01/05/2021,,4.8,,2.1,-10283,11734,1451,,,
01/06/2021,,4.7,,2.5,-13559,11584,-1975,,,
01/07/2021,546487,4.6,,2,-15799,10813,-4986,,,
01/08/2021,,4.5,,3.2,-16108,10627,-5481,,,
01/09/2021,,4.3,,3.1,-17203,11478,-5725,,,
01/10/2021,554821,4.2,,4.2,-12089,12626,537,,,
01/11/2021,,4.1,,5.1,-14295,12315,-1980,,,
01/12/2021,,4.1,,5.4,-16144,11921,-4223,,,
01/01/2022,557361,3.9,,5.5,-25070,11749,-13321,495.71,,
01/02/2022,,3.8,,6.2,-22359,12017,-10342,,,
01/03/2022,,3.7,,7,-23732,11981,-11751,,,
01/04/2022,557938,3.8,,9,-21639,11816,-9823,,,
01/05/2022,,3.8,,9.1,-21631,11629,-10002,,,
01/06/2022,,3.8,,9.4,-21955,11568,-10387,,,
01/07/2022,557023,3.6,,10.1,-18147,13308,-4839,,,
01/08/2022,,3.5,,9.9,-18635,13573,-5062,,,
01/09/2022,,3.6,,10.1,-14449,13615,-834,,,
01/10/2022,557099,3.7,,11.1,-12258,13756,1498,,,
01/11/2022,,3.7,,10.7,-15623,13821,-1802,,,
01/12/2022,,,,10.5,-19271,12121,-7150,,,
